               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.039813,           0.0043875,                   0,             0.92926,           0.0073171,            0.011769,           0.0075592,                 nan,                 nan,                   0,            0.008911,            0.008911,            0.008911
                  13,            0.038286,           0.0041074,                   0,             0.95821,           0.0073171,            0.012023,            0.010102,                 nan,                 nan,                   0,            0.008812,            0.008812,            0.008812
                  14,            0.037077,           0.0040262,                   0,             0.97701,           0.0073171,            0.011894,            0.009515,                 nan,                 nan,                   0,            0.008713,            0.008713,            0.008713
                  15,            0.038162,           0.0038839,                   0,             0.97413,           0.0073171,            0.011081,           0.0071467,                 nan,                 nan,                   0,            0.008614,            0.008614,            0.008614
                  16,            0.037771,           0.0038284,                   0,             0.97232,           0.0073171,            0.015461,            0.011852,                 nan,                 nan,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.034528,           0.0038046,                   0,             0.97711,           0.0073171,            0.015317,            0.013096,                 nan,                 nan,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.036568,           0.0036899,                   0,             0.98027,           0.0073171,            0.017571,             0.01464,                 nan,                 nan,                   0,            0.008317,            0.008317,            0.008317
                  19,             0.03552,           0.0037857,                   0,              0.9759,           0.0073171,            0.016419,            0.013632,                 nan,                 nan,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.033182,           0.0036707,                   0,             0.98036,           0.0073171,            0.020422,            0.016833,                 nan,                 nan,                   0,            0.008119,            0.008119,            0.008119
                  21,             0.03309,           0.0034302,                   0,             0.97329,           0.0073171,            0.019247,            0.014754,                 nan,                 nan,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.033431,           0.0035191,                   0,            0.016393,           0.0073171,            0.013175,           0.0097182,                 nan,                 nan,                   0,            0.007921,            0.007921,            0.007921
                  23,             0.03273,           0.0034795,                   0,             0.97199,           0.0073171,            0.025492,             0.02209,                 nan,                 nan,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.031427,           0.0034563,                   0,             0.96069,           0.0073171,            0.036166,            0.028128,                 nan,                 nan,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.030935,           0.0034159,                   0,             0.97573,           0.0073171,            0.026371,            0.022302,                 nan,                 nan,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.031499,           0.0035739,                   0,             0.98446,           0.0073171,            0.020265,            0.016457,                 nan,                 nan,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.030826,           0.0035124,                   0,             0.98304,           0.0073171,            0.022195,            0.019399,                 nan,                 nan,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.031639,           0.0033319,                   0,             0.97797,           0.0073171,            0.024683,            0.021556,                 nan,                 nan,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.028468,           0.0033251,                   0,             0.98164,           0.0073171,            0.022195,            0.019975,                 nan,                 nan,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.030414,           0.0033591,                   0,             0.98161,           0.0073171,            0.025777,            0.022503,                 nan,                 nan,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.029248,           0.0034135,                   0,              0.9835,           0.0073171,            0.027666,            0.022133,                 nan,                 nan,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.029399,           0.0035597,                   0,             0.98287,           0.0073171,            0.022195,            0.018826,                 nan,                 nan,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.028449,            0.003196,                   0,             0.84787,           0.0073171,            0.023243,            0.017866,                 nan,                 nan,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.030396,           0.0035082,                   0,             0.98122,           0.0073171,            0.026999,            0.021599,                 nan,                 nan,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.028311,           0.0034056,                   0,             0.96216,           0.0073171,            0.033225,            0.031339,                 nan,                 nan,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.028929,           0.0031315,                   0,              0.9824,           0.0073171,            0.029128,            0.026215,                 nan,                 nan,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.028618,           0.0031647,                   0,             0.98229,           0.0073171,            0.029932,            0.026939,                 nan,                 nan,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.027934,           0.0032584,                   0,             0.98341,           0.0073171,            0.032703,            0.026162,                 nan,                 nan,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.027248,           0.0032401,                   0,              0.9803,           0.0073171,            0.030355,            0.025375,                 nan,                 nan,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.028757,           0.0032546,                   0,             0.96148,           0.0073171,            0.024946,            0.022695,                 nan,                 nan,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.026652,           0.0032058,                   0,             0.97948,           0.0073171,            0.023936,            0.020908,                 nan,                 nan,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.027878,           0.0032526,                   0,             0.98196,           0.0073171,            0.024946,            0.022451,                 nan,                 nan,                   0,            0.005941,            0.005941,            0.005941
                  43,              0.0257,           0.0030951,                   0,             0.98198,           0.0073171,            0.038243,            0.034419,                 nan,                 nan,                   0,            0.005842,            0.005842,            0.005842
                  44,             0.02613,           0.0031102,                   0,             0.98338,           0.0073171,            0.022599,            0.021087,                 nan,                 nan,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.026036,           0.0030527,                   0,             0.98284,           0.0073171,            0.025492,            0.023786,                 nan,                 nan,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.024446,           0.0030787,                   0,             0.98484,           0.0073171,            0.029128,            0.026457,                 nan,                 nan,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.025421,           0.0030899,                   0,             0.98399,           0.0073171,            0.031713,            0.027481,                 nan,                 nan,                   0,            0.005446,            0.005446,            0.005446
                  48,              0.0238,           0.0030679,                   0,             0.98375,           0.0073171,            0.023468,            0.021122,                 nan,                 nan,                   0,            0.005347,            0.005347,            0.005347
                  49,             0.02406,           0.0031427,                   0,             0.98367,           0.0073171,            0.025215,            0.023531,                 nan,                 nan,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.024157,            0.003026,                   0,             0.98545,           0.0073171,            0.032703,            0.028504,                 nan,                 nan,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.024298,           0.0030016,                   0,             0.98447,           0.0073171,            0.034919,            0.030258,                 nan,                 nan,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.023548,           0.0030623,                   0,             0.98403,           0.0073171,            0.032199,             0.02897,                 nan,                 nan,                   0,            0.004951,            0.004951,            0.004951
                  53,             0.02381,           0.0030056,                   0,             0.98532,           0.0073171,            0.034332,            0.029917,                 nan,                 nan,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.025014,           0.0031871,                   0,             0.98446,           0.0073171,            0.032703,            0.029432,                 nan,                 nan,                   0,            0.004753,            0.004753,            0.004753
                  55,             0.02457,           0.0030248,                   0,              0.9839,           0.0073171,            0.029524,            0.026571,                 nan,                 nan,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.022834,           0.0030127,                   0,             0.98559,           0.0073171,            0.034332,            0.032122,                 nan,                 nan,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.022303,           0.0031863,                   0,              0.9846,           0.0073171,             0.03553,            0.029686,                 nan,                 nan,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.023139,           0.0029781,                   0,             0.98249,           0.0073171,            0.032703,            0.030518,                 nan,                 nan,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.022999,           0.0031171,                   0,             0.98434,           0.0073171,            0.037521,            0.033769,                 nan,                 nan,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.023035,           0.0029009,                   0,             0.98466,           0.0073171,            0.032703,            0.029432,                 nan,                 nan,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.023201,            0.003158,                   0,             0.98521,           0.0073171,            0.036829,            0.031913,                 nan,                 nan,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.021708,           0.0029762,                   0,             0.98534,           0.0073171,            0.034332,            0.030899,                 nan,                 nan,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.021511,           0.0029947,                   0,             0.98453,           0.0073171,             0.03553,            0.033156,                 nan,                 nan,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.022205,           0.0030012,                   0,             0.98474,           0.0073171,            0.037521,            0.035097,                 nan,                 nan,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.021921,           0.0029429,                   0,             0.98457,           0.0073171,            0.030355,            0.028411,                 nan,                 nan,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.020718,           0.0027389,                   0,             0.98494,           0.0073171,            0.029128,            0.026215,                 nan,                 nan,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.020864,           0.0028932,                   0,             0.98528,           0.0073171,             0.03553,            0.031967,                 nan,                 nan,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.020606,             0.00281,                   0,             0.98528,           0.0073171,            0.038243,            0.035688,                 nan,                 nan,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.020703,            0.002814,                   0,             0.98518,           0.0073171,            0.031713,            0.028542,                 nan,                 nan,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.019963,           0.0027509,                   0,             0.98533,           0.0073171,             0.03553,            0.031977,                 nan,                 nan,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.020604,           0.0028634,                   0,             0.98544,           0.0073171,             0.03553,            0.033239,                 nan,                 nan,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.019876,           0.0028427,                   0,             0.98552,           0.0073171,            0.034332,            0.030899,                 nan,                 nan,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.019879,           0.0026982,                   0,             0.98559,           0.0073171,            0.032199,            0.028979,                 nan,                 nan,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.020068,           0.0027765,                   0,             0.98569,           0.0073171,            0.038243,            0.034419,                 nan,                 nan,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.019789,           0.0027851,                   0,              0.9852,           0.0073171,            0.041486,            0.039048,                 nan,                 nan,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.018105,           0.0029073,                   0,             0.98601,           0.0073171,            0.038243,            0.036022,                 nan,                 nan,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.019636,           0.0028603,                   0,             0.98601,           0.0073171,            0.036166,            0.033749,                 nan,                 nan,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.019677,           0.0030005,                   0,             0.98586,           0.0073171,             0.03553,            0.033156,                 nan,                 nan,                   0,            0.002377,            0.002377,            0.002377
                  79,             0.01967,           0.0027911,                   0,             0.98605,           0.0073171,            0.033225,             0.03228,                 nan,                 nan,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.020041,           0.0028455,                   0,             0.98622,           0.0073171,            0.033768,            0.030632,                 nan,                 nan,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.018754,           0.0027528,                   0,             0.98594,           0.0073171,            0.036166,            0.033749,                 nan,                 nan,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.019179,            0.002737,                   0,             0.98594,           0.0073171,            0.036829,            0.031913,                 nan,                 nan,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.018361,           0.0028159,                   0,             0.98625,           0.0073171,            0.034919,            0.031917,                 nan,                 nan,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.017394,           0.0026694,                   0,             0.98623,           0.0073171,            0.036166,            0.033833,                 nan,                 nan,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.018292,           0.0026226,                   0,             0.98598,           0.0073171,            0.036166,            0.032549,                 nan,                 nan,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.018007,           0.0027591,                   0,              0.9859,           0.0073171,            0.033225,            0.029903,                 nan,                 nan,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.017943,           0.0027594,                   0,             0.98583,           0.0073171,            0.036829,            0.034702,                 nan,                 nan,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.017349,           0.0026705,                   0,             0.98588,           0.0073171,            0.034919,            0.032586,                 nan,                 nan,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.018696,           0.0027703,                   0,             0.98587,           0.0073171,            0.036829,            0.034368,                 nan,                 nan,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.017987,           0.0026937,                   0,              0.9861,           0.0073171,            0.036829,            0.033135,                 nan,                 nan,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.016942,           0.0027181,                   0,             0.98634,           0.0073171,            0.034919,            0.032586,                 nan,                 nan,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.016959,           0.0026969,                   0,             0.98616,           0.0073171,            0.034332,            0.030899,                 nan,                 nan,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.016286,           0.0027323,                   0,             0.98645,           0.0073171,            0.034332,            0.032039,                 nan,                 nan,                   0,            0.000892,            0.000892,            0.000892
                  94,             0.01622,           0.0027059,                   0,              0.9863,           0.0073171,            0.034332,             0.03335,                 nan,                 nan,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.015888,           0.0027556,                   0,             0.98641,           0.0073171,             0.03553,            0.033156,                 nan,                 nan,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.016549,            0.002632,                   0,             0.98639,           0.0073171,            0.036166,            0.034955,                 nan,                 nan,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.016422,           0.0026846,                   0,              0.9862,           0.0073171,            0.034919,            0.033917,                 nan,                 nan,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.016512,           0.0027811,                   0,             0.98629,           0.0073171,            0.036166,            0.033749,                 nan,                 nan,                   0,            0.000397,            0.000397,            0.000397
                  99,             0.01601,             0.00278,                   0,             0.98641,           0.0073171,            0.034919,             0.03375,                 nan,                 nan,                   0,            0.000298,            0.000298,            0.000298
